Price,Close,High,Low,Open,Volume
Ticker,CADIDR=X,CADIDR=X,CADIDR=X,CADIDR=X,CADIDR=X
Date,,,,,
2021-02-01,10814.0556640625,10858.3408203125,10771.171875,10814.54296875,0
2021-02-02,10906.9326171875,10913.6552734375,10752.650390625,10905.3154296875,0
2021-02-03,10946.3916015625,10976.3759765625,10779.0234375,10948.34765625,0
2021-02-04,10937.0732421875,10968.3740234375,10777.8232421875,10936.0078125,0
2021-02-05,10925.1689453125,10968.3740234375,10778.5478515625,10923.7451171875,0
2021-02-08,10974.677734375,10985.71875,10779.7744140625,10972.607421875,0
2021-02-09,10981.4951171875,10982.7470703125,10774.4375,10980.708984375,0
2021-02-10,11016.8662109375,11017.7255859375,10847.4970703125,11017.1533203125,0
2021-02-11,11014.1103515625,11015.3984375,10857.3818359375,11014.9697265625,0
2021-02-12,11003.9814453125,11005.267578125,10815.9521484375,11005.267578125,0
2021-02-15,11008.8876953125,11013.3994140625,10840.826171875,11009.1025390625,0
2021-02-16,10861.828125,10888.9384765625,10833.419921875,10861.6865234375,0
2021-02-17,10969.6708984375,11015.9716796875,10867.8662109375,10971.669921875,0
2021-02-18,11026.396484375,11034.943359375,10870.5986328125,11027.62109375,0
2021-02-19,11040.3203125,11076.9072265625,10860.4541015625,11040.716796875,0
2021-02-22,11023.84375,11037.1962890625,10985.5908203125,11022.8701171875,0
2021-02-23,11187.8857421875,11199.4208984375,11011.396484375,11187.703125,0
2021-02-24,11181.865234375,11248.08984375,11040.822265625,11181.353515625,0
2021-02-25,11248.9208984375,11257.126953125,11091.8388671875,11247.48046875,0
2021-02-26,11080.447265625,11125.7314453125,11066.412109375,11080.0498046875,0
2021-03-01,11098.9453125,11154.3623046875,11077.3330078125,11096.306640625,0
2021-03-02,11267.642578125,11309.099609375,11102.7099609375,11268.751953125,0
2021-03-03,11268.333984375,11274.3134765625,11114.119140625,11268.333984375,0
2021-03-04,11261.0107421875,11273.265625,11103.8916015625,11261.453125,0
2021-03-05,11251.66796875,11256.490234375,11092.60546875,11252.484375,0
2021-03-08,11300.541015625,11304.5185546875,11157.7060546875,11300.31640625,0
2021-03-09,11331.369140625,11335.978515625,11185.693359375,11331.9736328125,0
2021-03-10,11382.97265625,11386.7578125,11215.6103515625,11382.216796875,0
2021-03-11,11395.576171875,11413.8916015625,11223.5439453125,11394.970703125,0
2021-03-12,1147.297607421875,1152.2847900390625,1147.1142578125,1147.1142578125,0
2021-03-15,11488.4296875,11545.8701171875,11432.1103515625,11490.91015625,0
2021-03-16,11488.4296875,11545.8701171875,11432.1103515625,11490.91015625,0
2021-03-17,11525.2099609375,11557.5361328125,11384.3955078125,11543.09765625,0
2021-03-18,11569.2626953125,11600.1240234375,11433.5439453125,11571.2890625,0
2021-03-19,11536.5244140625,11546.21875,11344.876953125,11534.7802734375,0
2021-03-22,11364.8525390625,11512.04296875,11355.9228515625,11363.2099609375,0
2021-03-23,11481.2138671875,11482.1357421875,11286.4013671875,11482.1357421875,0
2021-03-24,11455.3876953125,11556.6630859375,11303.490234375,11456.041015625,0
2021-03-25,11473.2529296875,11480.4375,11277.310546875,11473.5625,0
2021-03-26,11440.701171875,11446.8720703125,11281.21875,11439.236328125,0
2021-03-29,11429.3994140625,11430.4013671875,11260.28125,11429.052734375,0
2021-03-30,11442.6279296875,11443.400390625,11299.9423828125,11442.203125,0
2021-03-31,10906.79296875,11550.25,11323.6123046875,11471.1298828125,0
2021-04-01,11563.376953125,11566.595703125,11365.9443359375,11563.1416015625,0
2021-04-02,11530.080078125,11548.837890625,11360.33984375,11529.6513671875,0
2021-04-05,11552.2490234375,11555.3359375,11362.642578125,11550.5302734375,0
2021-04-06,11366.943359375,11392.505859375,11337.365234375,11366.3291015625,0
2021-04-07,11319.1298828125,11360.6318359375,11276.037109375,11319.470703125,0
2021-04-08,11356.763671875,11382.359375,11344.2177734375,11357.2568359375,0
2021-04-09,11363.5791015625,11462.6357421875,11342.818359375,11363.693359375,0
2021-04-12,11452.5283203125,11493.2314453125,11417.3408203125,11453.52734375,0
2021-04-13,11413.1455078125,11645.958984375,11388.4130859375,11413.4501953125,0
2021-04-14,11632.166015625,11635.853515625,11449.6259765625,11633.0205078125,0
2021-04-15,11622.744140625,11663.0986328125,11484.201171875,11622.6669921875,0
2021-04-16,11636.8115234375,11670.267578125,11486.0205078125,11636.734375,0
2021-04-19,11500.7001953125,11587.451171875,11464.279296875,11500.6240234375,0
2021-04-20,11607.08984375,11625.822265625,11380.5546875,11607.0126953125,0
2021-04-21,11499.1767578125,11545.5107421875,11338.6533203125,11498.115234375,0
2021-04-22,11592.8359375,11621.396484375,11445.927734375,11591.603515625,0
2021-04-23,11605.5380859375,11627.208984375,11454.65625,11606.15625,0
2021-04-26,11447.0322265625,11554.5810546875,11445.89453125,11446.6904296875,0
2021-04-27,11707.5126953125,11710.640625,11517.375,11708.802734375,0
2021-04-28,11662.2666015625,11705.541015625,11518.3740234375,11661.255859375,0
2021-04-29,11716.79296875,11796.556640625,11560.0517578125,11715.2236328125,0
2021-04-30,11795.5263671875,11802.423828125,11598.9345703125,11796.67578125,0
2021-05-03,11658.6181640625,11663.23828125,11592.42578125,11659.0126953125,0
2021-05-04,11757.4755859375,11768.6826171875,11525.853515625,11756.1259765625,0
2021-05-05,11720.8037109375,11779.4267578125,11573.7451171875,11720.5263671875,0
2021-05-06,11750.3310546875,11782.884765625,11520.169921875,11751.447265625,0
2021-05-07,11760.5341796875,11771.96484375,11508.5771484375,11759.7724609375,0
2021-05-10,11536.669921875,11594.2431640625,11534.75390625,11538.2734375,0
2021-05-11,11740.990234375,11743.869140625,11553.947265625,11741.869140625,0
2021-05-12,11738.4794921875,11825.12890625,11582.7744140625,11739.1982421875,0
2021-05-13,11705.833984375,11710.9541015625,11516.943359375,11704.9150390625,0
2021-05-14,11667.0068359375,11670.779296875,11477.22265625,11665.8955078125,0
2021-05-17,11708.2314453125,11717.228515625,11515.31640625,11709.345703125,0
2021-05-18,11692.46484375,11708.3134765625,11657.607421875,11695.6552734375,0
2021-05-19,11812.69921875,11831.2998046875,11611.47265625,11814.3798828125,0
2021-05-20,11764.8251953125,11782.541015625,11702.5576171875,11764.8251953125,0
2021-05-21,11906.69921875,11936.767578125,11764.8271484375,11907.5869140625,0
2021-05-24,11774.189453125,11914.939453125,11741.134765625,11774.26953125,0
2021-05-25,11908.41796875,11908.255859375,11713.8857421875,11908.255859375,0
2021-05-26,11871.57421875,11878.00390625,11676.203125,11873.181640625,0
2021-05-27,11809.453125,11868.5185546875,11655.9609375,11810.3310546875,0
2021-05-28,7956.70361328125,11760.2099609375,7953.51513671875,7956.216796875,0
2021-05-31,11760.2099609375,11780.9404296875,11780.9404296875,11780.9404296875,0
2021-06-01,11780.9404296875,11780.9404296875,11780.9404296875,11780.9404296875,0
2021-06-02,11780.9404296875,11786.6103515625,11786.6103515625,11786.6103515625,0
2021-06-03,11780.9404296875,11786.6103515625,11786.6103515625,11786.6103515625,0
2021-06-04,11786.6103515625,11789.759765625,11789.759765625,11789.759765625,0
2021-06-07,11789.759765625,11748.9404296875,11748.9404296875,11748.9404296875,0
2021-06-08,11748.9404296875,11741.0703125,11741.0703125,11741.0703125,0
2021-06-09,11741.0703125,11741.4296875,11741.4296875,11741.4296875,0
2021-06-10,11741.4296875,11738.509765625,11738.509765625,11738.509765625,0
2021-06-11,11738.509765625,11698.150390625,11698.150390625,11698.150390625,0
2021-06-14,11698.150390625,11686.6201171875,11686.6201171875,11686.6201171875,0
2021-06-15,11686.6201171875,11632.4599609375,11632.4599609375,11632.4599609375,0
2021-06-16,11632.4599609375,11648.5400390625,11648.5400390625,11648.5400390625,0
2021-06-17,11648.5400390625,11645.7802734375,11645.7802734375,11645.7802734375,0
2021-06-18,11645.7802734375,11618.7001953125,11618.7001953125,11618.7001953125,0
2021-06-21,11645.7802734375,11618.7001953125,11618.7001953125,11618.7001953125,0
2021-06-22,11618.7001953125,11542.4501953125,11542.4501953125,11542.4501953125,0
2021-06-23,11542.4501953125,11581.9697265625,11581.9697265625,11581.9697265625,0
2021-06-24,11581.9697265625,11694.3603515625,11694.3603515625,11694.3603515625,0
2021-06-25,11694.3603515625,11696.080078125,11696.080078125,11696.080078125,0
2021-06-28,11696.080078125,11681.1103515625,11681.1103515625,11681.1103515625,0
2021-06-29,11681.1103515625,11708.9296875,11708.9296875,11708.9296875,0
2021-06-30,11708.9296875,11648.7802734375,11648.7802734375,11648.7802734375,0
2021-07-01,11648.7802734375,11648.1201171875,11648.1201171875,11648.1201171875,0
2021-07-02,11648.1201171875,11650.41015625,11650.41015625,11650.41015625,0
2021-07-05,11650.41015625,11653.5400390625,11653.5400390625,11653.5400390625,0
2021-07-06,11653.5400390625,11673.3603515625,11673.3603515625,11673.3603515625,0
2021-07-07,11673.3603515625,11663.01953125,11663.01953125,11663.01953125,0
2021-07-08,11663.01953125,11590.2197265625,11590.2197265625,11590.2197265625,0
2021-07-09,11590.2197265625,11519.3896484375,11519.3896484375,11519.3896484375,0
2021-07-12,11519.3896484375,11555.25,11555.25,11555.25,0
2021-07-13,11555.25,11543.7900390625,11543.7900390625,11543.7900390625,0
2021-07-14,11543.7900390625,11560.4501953125,11560.4501953125,11560.4501953125,0
2021-07-15,11560.4501953125,11519.83984375,11519.83984375,11519.83984375,0
2021-07-16,11519.83984375,11536.08984375,11536.08984375,11536.08984375,0
2021-07-19,11536.08984375,11494.83984375,11494.83984375,11494.83984375,0
2021-07-20,11536.08984375,11494.83984375,11494.83984375,11494.83984375,0
2021-07-21,11494.83984375,11349.5498046875,11349.5498046875,11349.5498046875,0
2021-07-22,11349.5498046875,11421.4296875,11421.4296875,11421.4296875,0
2021-07-23,11421.4296875,11480.400390625,11480.400390625,11480.400390625,0
2021-07-26,11480.400390625,11477.6103515625,11477.6103515625,11477.6103515625,0
2021-07-27,11477.6103515625,11472.0595703125,11472.0595703125,11472.0595703125,0
2021-07-28,11472.0595703125,11450.7998046875,11450.7998046875,11450.7998046875,0
2021-07-29,11450.7998046875,11477.9697265625,11477.9697265625,11477.9697265625,0
2021-07-30,11477.9697265625,11565.3701171875,11565.3701171875,11565.3701171875,0
2021-08-02,11565.3701171875,11577.509765625,11577.509765625,11577.509765625,0
2021-08-03,11577.509765625,11530.9599609375,11530.9599609375,11530.9599609375,0
2021-08-04,11530.9599609375,11417.5400390625,11417.5400390625,11417.5400390625,0
2021-08-05,11417.5400390625,11365.5302734375,11365.5302734375,11365.5302734375,0
2021-08-06,11365.5302734375,11394.349609375,11394.349609375,11394.349609375,0
2021-08-09,11394.349609375,11426.759765625,11426.759765625,11426.759765625,0
2021-08-10,11426.759765625,11392.9404296875,11392.9404296875,11392.9404296875,0
2021-08-11,11426.759765625,11392.9404296875,11392.9404296875,11392.9404296875,0
2021-08-12,11392.9404296875,11390.759765625,11390.759765625,11390.759765625,0
2021-08-13,11390.759765625,11445.41015625,11445.41015625,11445.41015625,0
2021-08-16,11445.41015625,11437.2900390625,11437.2900390625,11437.2900390625,0
2021-08-17,11445.41015625,11437.2900390625,11437.2900390625,11437.2900390625,0
2021-08-18,11437.2900390625,11411.4404296875,11411.4404296875,11411.4404296875,0
2021-08-19,11411.4404296875,11343.490234375,11343.490234375,11343.490234375,0
2021-08-20,11343.490234375,11243.2802734375,11243.2802734375,11243.2802734375,0
2021-08-23,11243.2802734375,11144.25,11144.25,11144.25,0
2021-08-24,11144.25,11252.0,11252.0,11252.0,0
2021-08-25,11252.0,11331.0498046875,11331.0498046875,11331.0498046875,0
2021-08-26,11331.0498046875,11366.919921875,11366.919921875,11366.919921875,0
2021-08-27,11366.919921875,11376.9501953125,11376.9501953125,11376.9501953125,0
2021-08-30,11376.9501953125,11330.26953125,11330.26953125,11330.26953125,0
2021-08-31,11330.26953125,11336.5,11336.5,11336.5,0
2021-09-01,11336.5,11306.169921875,11306.169921875,11306.169921875,0
2021-09-02,11306.169921875,11287.8896484375,11287.8896484375,11287.8896484375,0
2021-09-03,11287.8896484375,11280.150390625,11280.150390625,11280.150390625,0
2021-09-06,11280.150390625,11311.0400390625,11311.0400390625,11311.0400390625,0
2021-09-07,11311.0400390625,11294.490234375,11294.490234375,11294.490234375,0
2021-09-08,11294.490234375,11241.669921875,11241.669921875,11241.669921875,0
2021-09-09,11241.669921875,11195.419921875,11195.419921875,11195.419921875,0
2021-09-10,11195.419921875,11185.1298828125,11185.1298828125,11185.1298828125,0
2021-09-13,11185.1298828125,11235.01953125,11235.01953125,11235.01953125,0
2021-09-14,11235.01953125,11196.8896484375,11196.8896484375,11196.8896484375,0
2021-09-15,11196.8896484375,11216.669921875,11216.669921875,11216.669921875,0
2021-09-16,11216.669921875,11187.9599609375,11187.9599609375,11187.9599609375,0
2021-09-17,11187.9599609375,11210.580078125,11210.580078125,11210.580078125,0
2021-09-20,11210.580078125,11204.8701171875,11204.8701171875,11204.8701171875,0
2021-09-21,11204.8701171875,11065.830078125,11065.830078125,11065.830078125,0
2021-09-22,11065.830078125,11110.6796875,11110.6796875,11110.6796875,0
2021-09-23,11110.6796875,11075.509765625,11075.509765625,11075.509765625,0
2021-09-24,11075.509765625,11193.75,11193.75,11193.75,0
2021-09-27,11193.75,11184.6298828125,11184.6298828125,11184.6298828125,0
2021-09-28,11184.6298828125,11213.01953125,11213.01953125,11213.01953125,0
2021-09-29,11213.01953125,11237.66015625,11237.66015625,11237.66015625,0
2021-09-30,11237.66015625,11218.75,11218.75,11218.75,0
2021-10-01,11218.75,11202.3603515625,11202.3603515625,11202.3603515625,0
2021-10-04,11202.3603515625,11211.76953125,11211.76953125,11211.76953125,0
2021-10-05,11211.76953125,11259.2099609375,11259.2099609375,11259.2099609375,0
2021-10-06,11259.2099609375,11268.0302734375,11268.0302734375,11268.0302734375,0
2021-10-07,11268.0302734375,11217.8701171875,11217.8701171875,11217.8701171875,0
2021-10-08,11217.8701171875,11254.2197265625,11254.2197265625,11254.2197265625,0
2021-10-11,11254.2197265625,11281.58984375,11281.58984375,11281.58984375,0
2021-10-12,11281.58984375,11352.9404296875,11352.9404296875,11352.9404296875,0
2021-10-13,11352.9404296875,11344.8701171875,11344.8701171875,11344.8701171875,0
2021-10-14,11344.8701171875,11369.0302734375,11369.0302734375,11369.0302734375,0
2021-10-15,11369.0302734375,11369.25,11369.25,11369.25,0
2021-10-18,11369.25,11349.7900390625,11349.7900390625,11349.7900390625,0
2021-10-19,11349.7900390625,11309.080078125,11309.080078125,11309.080078125,0
2021-10-20,11349.7900390625,11309.080078125,11309.080078125,11309.080078125,0
2021-10-21,11309.080078125,11369.580078125,11369.580078125,11369.580078125,0
2021-10-22,11369.580078125,11399.4296875,11399.4296875,11399.4296875,0
2021-10-25,11399.4296875,11420.9697265625,11420.9697265625,11420.9697265625,0
2021-10-26,11420.9697265625,11426.7900390625,11426.7900390625,11426.7900390625,0
2021-10-27,11426.7900390625,11390.16015625,11390.16015625,11390.16015625,0
2021-10-28,11390.16015625,11361.3603515625,11361.3603515625,11361.3603515625,0
2021-10-29,11361.3603515625,11419.33984375,11419.33984375,11419.33984375,0
2021-11-01,11419.33984375,11408.8095703125,11408.8095703125,11408.8095703125,0
2021-11-02,11408.8095703125,11427.9697265625,11427.9697265625,11427.9697265625,0
2021-11-03,11427.9697265625,11435.009765625,11435.009765625,11435.009765625,0
2021-11-04,11435.009765625,11461.5400390625,11461.5400390625,11461.5400390625,0
2021-11-05,11461.5400390625,11492.5595703125,11492.5595703125,11492.5595703125,0
2021-11-08,11492.5595703125,11471.990234375,11471.990234375,11471.990234375,0
2021-11-09,11471.990234375,11398.3603515625,11398.3603515625,11398.3603515625,0
2021-11-10,11398.3603515625,11382.2900390625,11382.2900390625,11382.2900390625,0
2021-11-11,11382.2900390625,11418.4697265625,11418.4697265625,11418.4697265625,0
2021-11-12,11418.4697265625,11345.1103515625,11345.1103515625,11345.1103515625,0
2021-11-15,11345.1103515625,11254.599609375,11254.599609375,11254.599609375,0
2021-11-16,11254.599609375,11280.900390625,11280.900390625,11280.900390625,0
2021-11-17,11280.900390625,11291.1796875,11291.1796875,11291.1796875,0
2021-11-18,11291.1796875,11307.650390625,11307.650390625,11307.650390625,0
2021-11-19,11307.650390625,11226.3896484375,11226.3896484375,11226.3896484375,0
2021-11-22,11226.3896484375,11229.349609375,11229.349609375,11229.349609375,0
2021-11-23,11229.349609375,11217.759765625,11217.759765625,11217.759765625,0
2021-11-24,11217.759765625,11153.5,11153.5,11153.5,0
2021-11-25,11153.5,11202.7802734375,11202.7802734375,11202.7802734375,0
2021-11-26,11202.7802734375,11233.8701171875,11233.8701171875,11233.8701171875,0
2021-11-29,11233.8701171875,11140.5,11140.5,11140.5,0
2021-11-30,11140.5,11186.4404296875,11186.4404296875,11186.4404296875,0
2021-12-01,11186.4404296875,11125.48046875,11125.48046875,11125.48046875,0
2021-12-02,11125.48046875,11190.4404296875,11190.4404296875,11190.4404296875,0
2021-12-03,11190.4404296875,11178.400390625,11178.400390625,11178.400390625,0
2021-12-06,11178.400390625,11172.0400390625,11172.0400390625,11172.0400390625,0
2021-12-07,11172.0400390625,11215.1103515625,11215.1103515625,11215.1103515625,0
2021-12-08,11215.1103515625,11273.0703125,11273.0703125,11273.0703125,0
2021-12-09,11273.0703125,11292.7197265625,11292.7197265625,11292.7197265625,0
2021-12-10,11292.7197265625,11269.240234375,11269.240234375,11269.240234375,0
2021-12-13,11269.240234375,11249.599609375,11249.599609375,11249.599609375,0
2021-12-14,11249.599609375,11197.259765625,11197.259765625,11197.259765625,0
2021-12-15,11197.259765625,11142.009765625,11142.009765625,11142.009765625,0
2021-12-16,11142.009765625,11091.0595703125,11091.0595703125,11091.0595703125,0
2021-12-17,11142.009765625,11091.0595703125,11091.0595703125,11091.0595703125,0
2021-12-20,11091.0595703125,11158.16015625,11158.16015625,11158.16015625,0
2021-12-21,11158.16015625,11068.0400390625,11068.0400390625,11068.0400390625,0
2021-12-22,11068.0400390625,11032.580078125,11032.580078125,11032.580078125,0
2021-12-23,11032.580078125,10996.9599609375,10996.9599609375,10996.9599609375,0
2021-12-24,10996.9599609375,11052.8896484375,11052.8896484375,11052.8896484375,0
2021-12-27,11052.8896484375,11025.490234375,11025.490234375,11025.490234375,0
2021-12-28,11025.490234375,11034.4404296875,11034.4404296875,11034.4404296875,0
2021-12-29,11034.4404296875,11069.6396484375,11069.6396484375,11069.6396484375,0
2021-12-30,11069.6396484375,11073.240234375,11073.240234375,11073.240234375,0
2021-12-31,11073.240234375,11082.400390625,11082.400390625,11082.400390625,0
2022-01-03,11082.400390625,11155.5595703125,11155.5595703125,11155.5595703125,0
2022-01-04,11155.5595703125,11203.8603515625,11203.8603515625,11203.8603515625,0
2022-01-05,11203.8603515625,11169.16015625,11169.16015625,11169.16015625,0
2022-01-06,11169.16015625,11241.2001953125,11241.2001953125,11241.2001953125,0
2022-01-07,11241.2001953125,11187.1396484375,11187.1396484375,11187.1396484375,0
2022-01-10,11187.1396484375,11226.6796875,11226.6796875,11226.6796875,0
2022-01-11,11226.6796875,11281.080078125,11281.080078125,11281.080078125,0
2022-01-12,11281.080078125,11249.7099609375,11249.7099609375,11249.7099609375,0
2022-01-13,11249.7099609375,11328.2001953125,11328.2001953125,11328.2001953125,0
2022-01-14,11328.2001953125,11401.58984375,11401.58984375,11401.58984375,0
2022-01-17,11401.58984375,11413.58984375,11413.58984375,11413.58984375,0
2022-01-18,11413.58984375,11386.5400390625,11386.5400390625,11386.5400390625,0
2022-01-19,11386.5400390625,11391.76953125,11391.76953125,11391.76953125,0
2022-01-20,11391.76953125,11436.6904296875,11436.6904296875,11436.6904296875,0
2022-01-21,11391.76953125,11436.6904296875,11436.6904296875,11436.6904296875,0
2022-01-24,11436.6904296875,11432.1904296875,11396.509765625,11432.1904296875,0
2022-01-25,11396.509765625,11317.3798828125,11317.3798828125,11317.3798828125,0
2022-01-26,11317.3798828125,11296.1298828125,11296.1298828125,11296.1298828125,0
2022-01-27,11296.1298828125,11337.7802734375,11337.7802734375,11337.7802734375,0
2022-01-28,11337.7802734375,11287.919921875,11287.919921875,11287.919921875,0
2022-01-31,11287.919921875,11205.25,11205.25,11205.25,0
2022-02-01,11205.25,11205.25,11205.25,11205.25,0
2022-02-02,11205.25,11251.7001953125,11251.7001953125,11251.7001953125,0
2022-02-03,11251.7001953125,11241.259765625,11241.259765625,11241.259765625,0
2022-02-04,11241.259765625,11268.7802734375,11268.7802734375,11268.7802734375,0
2022-02-07,11268.7802734375,11250.6796875,11250.6796875,11250.6796875,0
2022-02-08,11250.6796875,11261.080078125,11261.080078125,11261.080078125,0
2022-02-09,11261.080078125,11284.3603515625,11284.3603515625,11284.3603515625,0
2022-02-10,11284.3603515625,11257.91015625,11257.91015625,11257.91015625,0
2022-02-11,11257.91015625,11264.6298828125,11264.6298828125,11264.6298828125,0
2022-02-14,11264.6298828125,11223.259765625,11223.259765625,11223.259765625,0
2022-02-15,11223.259765625,11160.3798828125,11160.3798828125,11160.3798828125,0
2022-02-16,11160.3798828125,11184.9501953125,11184.9501953125,11184.9501953125,0
2022-02-17,11184.9501953125,11200.419921875,11200.419921875,11200.419921875,0
2022-02-18,11200.419921875,11191.990234375,11191.990234375,11191.990234375,0
2022-02-21,11191.990234375,11251.8203125,11251.8203125,11251.8203125,0
2022-02-22,11251.8203125,11199.8095703125,11199.8095703125,11199.8095703125,0
2022-02-23,11199.8095703125,11213.26953125,11213.26953125,11213.26953125,0
2022-02-24,11213.26953125,11232.490234375,11232.490234375,11232.490234375,0
2022-02-25,11232.490234375,11161.6201171875,11161.6201171875,11161.6201171875,0
2022-02-28,11232.490234375,11161.6201171875,11161.6201171875,11161.6201171875,0
2022-03-01,11161.6201171875,11160.9404296875,11160.9404296875,11160.9404296875,0
2022-03-02,11160.9404296875,11280.91015625,11280.91015625,11280.91015625,0
2022-03-03,11280.91015625,11280.91015625,11280.91015625,11280.91015625,0
2022-03-04,11280.91015625,11243.919921875,11243.919921875,11243.919921875,0
2022-03-07,11243.919921875,11259.7099609375,11259.7099609375,11259.7099609375,0
2022-03-08,11259.7099609375,11278.080078125,11278.080078125,11278.080078125,0
2022-03-09,11278.080078125,11166.400390625,11166.400390625,11166.400390625,0
2022-03-10,11166.400390625,11138.1396484375,11138.1396484375,11138.1396484375,0
2022-03-11,11138.1396484375,11092.7998046875,11092.7998046875,11092.7998046875,0
2022-03-14,11092.7998046875,11134.599609375,11134.599609375,11134.599609375,0
2022-03-15,11134.599609375,11173.5703125,11173.5703125,11173.5703125,0
2022-03-16,11173.5703125,11084.7099609375,11084.7099609375,11084.7099609375,0
2022-03-17,11084.7099609375,11191.01953125,11191.01953125,11191.01953125,0
2022-03-18,11191.01953125,11232.8603515625,11232.8603515625,11232.8603515625,0
2022-03-21,11232.8603515625,11309.6904296875,11309.6904296875,11309.6904296875,0
2022-03-22,11309.6904296875,11329.33984375,11329.33984375,11329.33984375,0
2022-03-23,11329.33984375,11322.98046875,11322.98046875,11322.98046875,0
2022-03-24,11322.98046875,11341.740234375,11341.740234375,11341.740234375,0
2022-03-25,11341.740234375,11364.080078125,11364.080078125,11364.080078125,0
2022-03-28,11364.080078125,11366.33984375,11366.33984375,11366.33984375,0
2022-03-29,11366.33984375,11441.5400390625,11441.5400390625,11441.5400390625,0
2022-03-30,11441.5400390625,11420.0400390625,11420.0400390625,11420.0400390625,0
2022-03-31,11420.0400390625,11437.3603515625,11437.3603515625,11437.3603515625,0
2022-04-01,11437.3603515625,11403.5400390625,11403.5400390625,11403.5400390625,0
2022-04-04,11403.5400390625,11433.740234375,11433.740234375,11433.740234375,0
2022-04-05,11433.740234375,11433.98046875,11433.98046875,11433.98046875,0
2022-04-06,11433.98046875,11463.1904296875,11463.1904296875,11463.1904296875,0
2022-04-07,11463.1904296875,11437.400390625,11437.400390625,11437.400390625,0
2022-04-08,11437.400390625,11370.6396484375,11370.6396484375,11370.6396484375,0
2022-04-11,11370.6396484375,11346.5,11346.5,11346.5,0
2022-04-12,11346.5,11345.9404296875,11345.9404296875,11345.9404296875,0
2022-04-13,11345.9404296875,11292.8095703125,11292.8095703125,11292.8095703125,0
2022-04-14,11292.8095703125,11298.7001953125,11298.7001953125,11298.7001953125,0
2022-04-15,11292.8095703125,11298.7001953125,11298.7001953125,11298.7001953125,0
2022-04-18,11298.7001953125,11378.1201171875,11378.1201171875,11378.1201171875,0
2022-04-19,11378.1201171875,11302.599609375,11302.599609375,11302.599609375,0
2022-04-20,11302.599609375,11336.7802734375,11336.7802734375,11336.7802734375,0
2022-04-21,11336.7802734375,11367.919921875,11367.919921875,11367.919921875,0
2022-04-22,11367.919921875,11442.98046875,11442.98046875,11442.98046875,0
2022-04-25,11442.98046875,11274.419921875,11274.419921875,11274.419921875,0
2022-04-26,11274.419921875,11295.0595703125,11295.0595703125,11295.0595703125,0
2022-04-27,11295.0595703125,11255.83984375,11255.83984375,11255.83984375,0
2022-04-28,11255.83984375,11168.48046875,11168.48046875,11168.48046875,0
2022-04-29,11255.83984375,11168.48046875,11168.48046875,11168.48046875,0
2022-05-02,11255.83984375,11168.48046875,11168.48046875,11168.48046875,0
2022-05-03,11255.83984375,11168.48046875,11168.48046875,11168.48046875,0
2022-05-04,11255.83984375,11168.48046875,11168.48046875,11168.48046875,0
